,Outcome,HomeTeam,AwayTeam,HomeScores,AwayScores,Date,Month,Year,HomeHalfScores,HomeScrums,HomePenalties,AwayHalfScores,AwayScrums,AwayPenalties
613,loose,North Queensland,Cronulla,18,24,10/05/2015,5,2008,6,5,6,22,9,4
614,win,Sydney,Canberra,30,4,10/05/2015,5,2008,22,10,5,0,11,8
615,loose,Brisbane,Manly Warringah,12,30,11/05/2015,5,2008,12,10,8,6,7,4
616,win,Parramatta,St George Illawarra,19,18,11/05/2015,5,2008,12,9,5,6,4,5
617,win,Melbourne,Newcastle,18,4,12/05/2015,5,2008,0,9,10,0,5,3
618,win,Gold Coast Titans,Bulldogs,24,20,16/05/2015,5,2008,16,8,5,10,7,5
619,loose,Parramatta,Sydney,12,32,16/05/2015,5,2008,8,6,6,6,7,4
620,win,Cronulla,Brisbane,13,6,17/05/2015,5,2008,4,8,10,6,12,3
621,win,Manly Warringah,North Queensland,38,6,17/05/2015,5,2008,12,7,7,0,4,7
622,win,St George Illawarra,Melbourne,36,12,17/05/2015,5,2008,36,5,7,12,1,3
623,loose,Newcastle,Wests Tigers,26,38,18/05/2015,5,2008,16,7,3,16,9,2
624,win,Penrith,Warriors,46,22,18/05/2015,5,2008,22,6,6,6,3,6
625,win,Canberra,South Sydney,38,10,19/05/2015,5,2008,24,5,7,4,7,7
626,loose,Manly Warringah,St George Illawarra,18,20,23/05/2015,5,2008,12,7,8,10,7,6
627,loose,South Sydney,Melbourne,10,15,24/05/2015,5,2008,0,6,6,4,6,3
628,loose,Warriors,Sydney,12,38,25/05/2015,5,2008,12,3,12,20,5,3
629,win,Wests Tigers,Gold Coast Titans,20,18,25/05/2015,5,2008,14,7,6,6,3,6
630,win,Bulldogs,Cronulla,30,22,26/05/2015,5,2008,18,6,7,4,9,6
631,win,Brisbane,Parramatta,30,26,30/05/2015,5,2008,10,3,10,12,3,8
632,loose,Canberra,Manly Warringah,18,31,30/05/2015,5,2008,0,7,8,12,8,6
633,win,Melbourne,Bulldogs,46,0,31/05/2015,5,2008,28,7,3,0,6,7
634,loose,Newcastle,Warriors,16,18,31/05/2015,5,2008,6,3,3,4,5,4
635,loose,North Queensland,Penrith,18,19,31/05/2015,5,2008,12,8,10,10,9,8
636,win,Cronulla,Gold Coast Titans,30,14,1/06/2015,6,2008,8,5,9,10,8,4
637,loose,South Sydney,St George Illawarra,12,26,1/06/2015,6,2008,6,5,7,12,8,2
638,win,Sydney,Wests Tigers,19,10,2/06/2015,6,2008,12,7,3,0,9,4
639,win,St George Illawarra,Brisbane,28,10,6/06/2015,6,2008,20,5,5,6,8,10
640,loose,Warriors,South Sydney,28,35,6/06/2015,6,2008,14,7,5,18,5,3
641,loose,Bulldogs,Newcastle,12,22,7/06/2015,6,2008,6,7,6,10,8,4
642,win,Parramatta,Canberra,30,12,7/06/2015,6,2008,10,3,10,6,3,3
643,win,Wests Tigers,North Queensland,40,16,7/06/2015,6,2008,22,3,11,6,5,9
644,win,Manly Warringah,Sydney,42,0,8/06/2015,6,2008,14,6,7,0,9,6
645,loose,Penrith,Cronulla,22,24,8/06/2015,6,2008,6,4,4,18,9,5
646,win,Gold Coast Titans,Melbourne,18,0,9/06/2015,6,2008,12,11,6,0,7,5
647,win,Sydney,Penrith,32,12,13/06/2015,6,2008,16,6,6,12,4,8
648,win,Cronulla,Warriors,24,8,14/06/2015,6,2008,6,5,8,8,9,5
650,loose,Wests Tigers,Parramatta,6,44,15/06/2015,6,2008,0,7,6,22,4,8
651,loose,North Queensland,Newcastle,18,30,16/06/2015,6,2008,4,9,8,12,8,7
652,win,Brisbane,Wests Tigers,19,18,20/06/2015,6,2008,8,6,7,12,7,4
653,win,St George Illawarra,Penrith,13,12,20/06/2015,6,2008,0,3,10,12,6,5
654,loose,Bulldogs,Canberra,18,58,21/06/2015,6,2008,18,7,2,26,3,9
655,win,Melbourne,North Queensland,48,20,21/06/2015,6,2008,16,9,5,14,6,6
656,win,Cronulla,Parramatta,16,14,22/06/2015,6,2008,6,2,7,8,3,8
657,loose,Newcastle,Sydney,14,16,22/06/2015,6,2008,8,10,7,6,9,7
658,loose,Warriors,Manly Warringah,14,20,22/06/2015,6,2008,6,5,7,4,8,8
659,win,South Sydney,Gold Coast Titans,24,23,23/06/2015,6,2008,10,6,9,12,5,3
661,win,Sydney,Bulldogs,24,14,27/06/2015,6,2008,4,5,5,10,10,6
662,loose,Gold Coast Titans,St George Illawarra,22,26,28/06/2015,6,2008,14,3,6,12,4,5
663,win,Manly Warringah,Newcastle,28,12,28/06/2015,6,2008,10,5,9,8,5,6
664,loose,North Queensland,South Sydney,28,29,28/06/2015,6,2008,12,5,7,4,7,9
665,win,Parramatta,Melbourne,24,22,29/06/2015,6,2008,18,7,7,10,6,3
666,loose,Wests Tigers,Warriors,26,28,29/06/2015,6,2008,6,11,7,16,6,3
667,loose,Canberra,Cronulla,24,36,30/06/2015,6,2008,12,4,8,18,5,8
668,loose,Gold Coast Titans,Manly Warringah,14,34,4/07/2015,7,2008,6,5,8,12,7,7
669,loose,Newcastle,St George Illawarra,16,24,5/07/2015,7,2008,0,8,6,14,5,8
670,win,Melbourne,Canberra,30,14,6/07/2015,7,2008,16,10,7,4,6,4
671,loose,Parramatta,Penrith,16,22,6/07/2015,7,2008,6,5,12,16,9,4
672,loose,Bulldogs,South Sydney,30,34,7/07/2015,7,2008,18,3,7,6,7,7
673,loose,Penrith,Newcastle,18,30,11/07/2015,7,2008,18,3,10,30,7,4
674,loose,Sydney,Gold Coast Titans,28,32,11/07/2015,7,2008,28,4,7,16,4,6
675,loose,Cronulla,Manly Warringah,6,34,12/07/2015,7,2008,6,6,11,22,7,6
676,win,South Sydney,Parramatta,32,20,12/07/2015,7,2008,16,2,5,10,2,5
677,win,Warriors,North Queensland,24,14,12/07/2015,7,2008,8,9,4,4,7,5
678,loose,Brisbane,Bulldogs,18,26,13/07/2015,7,2008,8,3,7,8,5,5
679,loose,St George Illawarra,Canberra,12,19,13/07/2015,7,2008,0,7,8,14,6,7
680,loose,Wests Tigers,Melbourne,18,30,14/07/2015,7,2008,12,6,7,12,4,3
681,win,Manly Warringah,Parramatta,28,10,18/07/2015,7,2008,10,5,8,6,4,7
682,loose,North Queensland,Brisbane,18,32,18/07/2015,7,2008,0,7,8,26,14,6
683,loose,Bulldogs,Warriors,22,40,19/07/2015,7,2008,6,9,7,30,5,7
684,win,Cronulla,Newcastle,16,13,19/07/2015,7,2008,12,4,10,13,6,6
685,loose,Gold Coast Titans,Penrith,22,36,19/07/2015,7,2008,10,5,6,18,5,6
686,win,Canberra,Sydney,34,12,20/07/2015,7,2008,18,10,5,0,11,2
687,loose,South Sydney,Wests Tigers,12,36,20/07/2015,7,2008,6,7,4,12,7,6
688,win,Melbourne,St George Illawarra,26,0,21/07/2015,7,2008,10,8,9,0,4,10
689,win,Brisbane,Cronulla,18,12,25/07/2015,7,2008,8,9,6,0,6,7
690,win,Parramatta,North Queensland,16,4,25/07/2015,7,2008,14,5,9,4,8,7
691,win,Canberra,Gold Coast Titans,46,4,26/07/2015,7,2008,22,2,12,4,8,8
692,win,Penrith,Wests Tigers,24,10,26/07/2015,7,2008,6,9,9,10,10,6
693,win,Newcastle,South Sydney,39,12,27/07/2015,7,2008,14,5,4,6,10,5
694,win,Sydney,Manly Warringah,34,12,27/07/2015,7,2008,24,6,10,6,6,14
695,win,Warriors,Melbourne,8,6,27/07/2015,7,2008,4,7,9,0,6,4
696,win,St George Illawarra,Bulldogs,30,0,28/07/2015,7,2008,26,4,7,0,10,6
697,win,Manly Warringah,Penrith,30,10,1/08/2015,8,2008,22,10,7,6,9,7
698,win,Melbourne,Gold Coast Titans,44,4,1/08/2015,8,2008,20,2,7,4,4,3
699,win,Cronulla,St George Illawarra,13,12,2/08/2015,8,2008,0,8,8,6,7,2
700,loose,North Queensland,Sydney,20,32,2/08/2015,8,2008,20,7,8,10,2,2
701,win,South Sydney,Warriors,18,16,2/08/2015,8,2008,12,11,5,12,8,5
702,win,Brisbane,Canberra,34,6,3/08/2015,8,2008,12,3,3,6,6,5
703,win,Wests Tigers,Bulldogs,56,4,3/08/2015,8,2008,28,5,9,4,2,8
704,win,Newcastle,Parramatta,32,12,4/08/2015,8,2008,20,5,4,6,5,7
705,loose,Manly Warringah,Melbourne,10,16,8/08/2015,8,2008,6,9,6,10,7,5
706,loose,St George Illawarra,Wests Tigers,10,18,8/08/2015,8,2008,2,5,10,12,7,8
707,loose,Bulldogs,North Queensland,12,36,9/08/2015,8,2008,0,8,8,14,5,9
708,win,Cronulla,South Sydney,28,14,9/08/2015,8,2008,12,2,6,8,7,12
709,win,Warriors,Brisbane,16,12,9/08/2015,8,2008,10,4,6,8,7,5
710,win,Canberra,Penrith,74,12,10/08/2015,8,2008,38,6,7,12,5,3
711,loose,Sydney,Parramatta,24,28,10/08/2015,8,2008,12,7,3,16,7,7
712,loose,Gold Coast Titans,Newcastle,12,32,11/08/2015,8,2008,6,5,11,16,4,5
713,loose,Brisbane,St George Illawarra,20,24,15/08/2015,8,2008,12,4,9,6,6,4
714,win,Melbourne,Sydney,30,6,15/08/2015,8,2008,20,11,6,0,6,8
715,loose,North Queensland,Gold Coast Titans,20,26,16/08/2015,8,2008,14,4,10,14,8,8
716,win,Penrith,Bulldogs,52,16,16/08/2015,8,2008,24,7,6,10,5,5
717,win,Warriors,Cronulla,18,4,16/08/2015,8,2008,12,10,6,4,14,5
718,win,Canberra,Newcastle,38,18,17/08/2015,8,2008,22,7,10,6,8,8
719,win,South Sydney,Manly Warringah,40,32,17/08/2015,8,2008,22,3,8,10,5,6
720,win,Parramatta,Wests Tigers,40,12,18/08/2015,8,2008,22,8,8,6,6,5
721,win,Brisbane,Gold Coast Titans,25,21,22/08/2015,8,2008,6,2,7,14,5,6
722,win,Cronulla,Sydney,20,0,22/08/2015,8,2008,8,6,10,0,5,8
723,loose,Bulldogs,Parramatta,12,26,23/08/2015,8,2008,12,5,5,6,9,7
724,win,Newcastle,North Queensland,38,24,23/08/2015,8,2008,30,6,5,0,6,5
725,loose,Wests Tigers,Manly Warringah,16,48,23/08/2015,8,2008,6,3,7,16,7,6
726,win,St George Illawarra,Warriors,34,6,24/08/2015,8,2008,16,9,4,6,8,2
727,loose,South Sydney,Canberra,25,40,24/08/2015,8,2008,19,7,1,6,2,1
728,loose,Penrith,Melbourne,6,40,25/08/2015,8,2008,0,3,6,20,8,7
729,win,Sydney,South Sydney,22,20,29/08/2015,8,2008,14,8,5,0,4,5
730,loose,Wests Tigers,Cronulla,6,32,29/08/2015,8,2008,6,8,6,20,2,6
731,win,Newcastle,Melbourne,17,16,30/08/2015,8,2008,10,9,8,6,13,6
732,win,North Queensland,Canberra,22,10,30/08/2015,8,2008,16,7,6,0,8,4
733,win,St George Illawarra,Parramatta,40,14,30/08/2015,8,2008,24,4,7,0,7,7
734,loose,Bulldogs,Brisbane,22,36,31/08/2015,8,2008,12,9,7,18,4,4
735,win,Warriors,Penrith,42,20,31/08/2015,8,2008,30,5,9,4,7,5
736,win,Manly Warringah,Gold Coast Titans,28,10,1/09/2015,9,2008,10,6,7,6,7,11
737,win,Brisbane,Newcastle,24,2,5/09/2015,9,2008,6,12,7,2,9,8
738,win,Sydney,St George Illawarra,10,0,5/09/2015,9,2008,0,9,6,0,18,5
739,win,Cronulla,North Queensland,28,22,6/09/2015,9,2008,18,7,8,4,7,7
740,loose,Parramatta,Warriors,6,28,6/09/2015,9,2008,6,7,8,14,2,6
741,loose,Penrith,Manly Warringah,16,34,6/09/2015,9,2008,12,6,2,18,6,7
742,win,Canberra,Bulldogs,52,34,7/09/2015,9,2008,16,6,4,16,6,4
743,loose,Gold Coast Titans,Wests Tigers,12,28,7/09/2015,9,2008,6,11,5,18,4,4
744,win,Melbourne,South Sydney,42,4,7/09/2015,9,2008,20,6,6,4,4,5
745,win,Brisbane,North Queensland,19,18,13/03/2015,3,2009,10,8,11,6,8,6
746,win,Melbourne,St George Illawarra,17,16,13/03/2015,3,2009,4,7,11,8,5,7
747,win,Bulldogs,Manly Warringah,34,12,14/03/2015,3,2009,22,4,10,0,9,6
748,win,Cronulla,Penrith,18,10,14/03/2015,3,2009,8,9,9,8,8,7
749,win,Warriors,Parramatta,26,18,14/03/2015,3,2009,18,9,10,6,6,7
750,win,Gold Coast Titans,Newcastle,34,20,15/03/2015,3,2009,16,7,9,14,4,9
751,loose,Sydney,South Sydney,12,52,15/03/2015,3,2009,6,4,7,30,8,5
752,win,Wests Tigers,Canberra,34,26,16/03/2015,3,2009,18,4,6,26,5,8
753,win,Brisbane,Melbourne,16,14,20/03/2015,3,2009,10,7,8,8,6,10
754,loose,South Sydney,Parramatta,8,14,20/03/2015,3,2009,8,8,6,8,5,5
755,win,North Queensland,Wests Tigers,42,14,21/03/2015,3,2009,18,7,7,8,7,8
756,loose,Penrith,Bulldogs,26,28,21/03/2015,3,2009,20,6,7,12,4,5
757,win,St George Illawarra,Gold Coast Titans,16,10,21/03/2015,3,2009,6,7,10,4,6,6
758,loose,Canberra,Sydney,4,28,22/03/2015,3,2009,0,13,9,4,4,3
759,loose,Manly Warringah,Warriors,24,26,22/03/2015,3,2009,10,10,10,16,6,9
760,loose,Cronulla,Newcastle,12,24,23/03/2015,3,2009,6,6,9,12,13,8
761,win,Gold Coast Titans,Bulldogs,20,12,27/03/2015,3,2009,10,9,7,6,7,7
762,win,Wests Tigers,Sydney,40,24,27/03/2015,3,2009,10,6,5,18,6,5
763,loose,North Queensland,Melbourne,12,26,28/03/2015,3,2009,12,7,7,18,8,7
764,win,Parramatta,Canberra,18,16,28/03/2015,3,2009,4,4,4,6,10,4
765,loose,Warriors,Brisbane,10,26,28/03/2015,3,2009,0,8,9,16,8,7
766,win,St George Illawarra,Cronulla,10,6,29/03/2015,3,2009,6,11,4,0,8,4
767,win,South Sydney,Newcastle,22,12,29/03/2015,3,2009,0,7,9,8,7,8
768,loose,Manly Warringah,Penrith,10,12,30/03/2015,3,2009,6,6,8,0,14,7
769,loose,Brisbane,St George Illawarra,12,25,3/04/2015,4,2009,6,5,8,8,5,5
770,win,Sydney,Parramatta,24,6,3/04/2015,4,2009,16,8,6,0,8,8
771,loose,Melbourne,Gold Coast Titans,6,18,4/04/2015,4,2009,0,6,7,10,7,7
772,win,Penrith,Wests Tigers,42,22,4/04/2015,4,2009,22,7,9,12,4,2
773,win,Bulldogs,Cronulla,24,12,5/04/2015,4,2009,18,13,5,6,13,6
774,win,Newcastle,Manly Warringah,26,12,5/04/2015,4,2009,10,4,8,6,7,7
775,loose,Warriors,South Sydney,16,22,5/04/2015,4,2009,16,11,7,12,9,4
776,win,Canberra,North Queensland,23,18,6/04/2015,4,2009,20,7,9,6,6,4
777,loose,Parramatta,St George Illawarra,8,22,10/04/2015,4,2009,2,5,11,14,11,7
778,loose,Sydney,Brisbane,24,28,10/04/2015,4,2009,0,8,4,6,2,5
779,loose,Cronulla,Canberra,14,24,11/04/2015,4,2009,6,7,6,6,6,3
780,win,Melbourne,Penrith,16,14,11/04/2015,4,2009,6,7,8,6,9,5
781,loose,North Queensland,Gold Coast Titans,10,14,11/04/2015,4,2009,0,7,9,12,9,5
782,win,Manly Warringah,Wests Tigers,23,10,12/04/2015,4,2009,16,8,10,4,12,9
783,win,Newcastle,Warriors,24,22,12/04/2015,4,2009,14,5,3,6,9,6
784,win,Bulldogs,South Sydney,14,12,13/04/2015,4,2009,12,10,4,6,9,8
785,win,Gold Coast Titans,Canberra,16,10,17/04/2015,4,2009,4,8,5,6,8,6
786,loose,Penrith,Brisbane,18,38,17/04/2015,4,2009,6,6,5,24,8,7
787,loose,St George Illawarra,Newcastle,18,24,18/04/2015,4,2009,14,5,8,6,5,7
788,loose,South Sydney,Manly Warringah,8,24,18/04/2015,4,2009,0,5,6,18,8,3
789,loose,Cronulla,North Queensland,10,34,19/04/2015,4,2009,4,7,6,6,10,7
790,loose,Parramatta,Bulldogs,18,48,19/04/2015,4,2009,12,3,8,18,7,3
791,win,Warriors,Sydney,17,16,19/04/2015,4,2009,0,7,10,16,10,3
792,win,Wests Tigers,Melbourne,16,6,20/04/2015,4,2009,10,9,4,6,7,4
793,win,Brisbane,Parramatta,40,8,24/04/2015,4,2009,16,5,7,0,1,7
794,win,South Sydney,Cronulla,32,26,24/04/2015,4,2009,22,5,5,18,7,6
796,win,North Queensland,Manly Warringah,26,12,25/04/2015,4,2009,14,5,7,6,9,7
797,loose,Sydney,St George Illawarra,0,29,25/04/2015,4,2009,22,3,8,18,6,8
798,loose,Canberra,Bulldogs,20,30,26/04/2015,4,2009,16,3,9,18,5,4
799,win,Wests Tigers,Newcastle,26,24,26/04/2015,4,2009,6,8,5,18,3,7
800,win,Penrith,Gold Coast Titans,34,20,27/04/2015,4,2009,22,6,8,4,2,8
801,loose,Manly Warringah,Melbourne,8,22,1/05/2015,5,2009,4,4,9,16,8,8
802,win,Parramatta,North Queensland,28,18,1/05/2015,5,2009,14,6,8,0,6,8
803,loose,Canberra,Penrith,10,18,2/05/2015,5,2009,6,4,11,12,6,5
804,loose,Cronulla,Sydney,12,19,2/05/2015,5,2009,6,1,9,10,7,8
805,win,Gold Coast Titans,South Sydney,22,14,2/05/2015,5,2009,6,7,6,8,7,8
806,win,Newcastle,Brisbane,28,12,2/05/2015,5,2009,18,6,8,6,5,7
807,win,Bulldogs,Wests Tigers,22,20,3/05/2015,5,2009,10,4,4,10,7,6
808,win,St George Illawarra,Warriors,12,11,3/05/2015,5,2009,2,9,10,7,7,9
809,win,North Queensland,St George Illawarra,24,20,9/05/2015,5,2009,8,7,9,10,4,13
810,loose,Brisbane,Manly Warringah,20,22,10/05/2015,5,2009,16,4,4,6,4,6
811,win,Newcastle,Gold Coast Titans,23,18,10/05/2015,5,2009,18,6,10,16,5,6
812,loose,Sydney,Melbourne,12,28,11/05/2015,5,2009,6,6,7,16,5,10
813,win,Brisbane,Gold Coast Titans,32,18,15/05/2015,5,2009,8,7,6,12,5,8
814,win,St George Illawarra,Bulldogs,20,18,15/05/2015,5,2009,14,6,7,6,3,8
815,win,Penrith,Cronulla,26,22,16/05/2015,5,2009,12,11,6,6,6,7
816,loose,Sydney,Newcastle,6,38,16/05/2015,5,2009,0,3,4,22,4,10
817,win,Manly Warringah,Parramatta,34,10,17/05/2015,5,2009,22,6,7,4,6,6
818,loose,Warriors,North Queensland,12,34,17/05/2015,5,2009,2,8,10,10,8,6
819,loose,Wests Tigers,South Sydney,22,23,17/05/2015,5,2009,10,7,6,10,8,8
820,win,Melbourne,Canberra,46,6,18/05/2015,5,2009,18,7,8,6,6,5
822,loose,Wests Tigers,Brisbane,18,20,22/05/2015,5,2009,14,6,9,8,6,9
823,win,Bulldogs,Melbourne,26,10,23/05/2015,5,2009,14,6,6,0,6,6
824,loose,Cronulla,St George Illawarra,4,26,23/05/2015,5,2009,0,6,7,4,4,8
825,win,Penrith,Sydney,48,6,23/05/2015,5,2009,22,5,5,6,7,6
826,win,Canberra,Warriors,38,12,24/05/2015,5,2009,16,8,7,12,6,5
827,win,Gold Coast Titans,Manly Warringah,18,17,24/05/2015,5,2009,10,9,5,10,9,6
828,win,North Queensland,Newcastle,36,10,25/05/2015,5,2009,18,5,5,6,9,8
829,win,St George Illawarra,Penrith,38,10,29/05/2015,5,2009,12,6,7,6,2,3
830,loose,Parramatta,Cronulla,10,13,30/05/2015,5,2009,10,5,5,6,11,6
831,win,Newcastle,Bulldogs,22,14,31/05/2015,5,2009,20,8,5,0,3,6
832,win,Warriors,Wests Tigers,14,0,31/05/2015,5,2009,4,6,6,0,13,5
833,loose,South Sydney,Canberra,18,34,1/06/2015,6,2009,14,6,7,16,5,3
834,win,Melbourne,Brisbane,48,4,5/06/2015,6,2009,20,2,3,0,5,3
835,loose,Wests Tigers,Penrith,10,26,5/06/2015,6,2009,4,3,4,6,10,3
836,win,Manly Warringah,Sydney,38,18,6/06/2015,6,2009,12,6,7,8,7,4
837,win,North Queensland,South Sydney,46,12,6/06/2015,6,2009,22,7,7,6,10,3
838,win,Cronulla,Warriors,18,10,7/06/2015,6,2009,18,12,4,4,6,5
839,loose,Newcastle,Parramatta,18,20,7/06/2015,6,2009,12,6,5,6,7,5
840,win,Gold Coast Titans,St George Illawarra,28,24,8/06/2015,6,2009,22,2,6,2,5,7
841,loose,Brisbane,Bulldogs,22,44,12/06/2015,6,2009,18,4,6,16,4,2
842,win,Warriors,Newcastle,13,0,12/06/2015,6,2009,6,7,3,0,10,4
843,loose,Penrith,Manly Warringah,6,20,13/06/2015,6,2009,6,8,4,8,11,6
844,loose,South Sydney,Melbourne,22,28,13/06/2015,6,2009,10,5,3,10,7,4
845,loose,Sydney,Gold Coast Titans,20,24,13/06/2015,6,2009,6,8,5,18,7,6
846,loose,Canberra,Cronulla,22,24,14/06/2015,6,2009,14,8,7,10,4,6
847,win,St George Illawarra,North Queensland,32,18,14/06/2015,6,2009,18,5,5,6,6,4
848,loose,Parramatta,Wests Tigers,6,23,15/06/2015,6,2009,6,3,9,6,7,5
849,win,Bulldogs,Penrith,19,12,19/06/2015,6,2009,6,5,7,6,9,3
850,win,North Queensland,Sydney,24,22,20/06/2015,6,2009,24,7,8,16,6,4
851,win,Manly Warringah,Canberra,20,14,21/06/2015,6,2009,14,6,6,0,9,4
852,win,Melbourne,Wests Tigers,14,12,21/06/2015,6,2009,8,11,7,6,11,6
853,win,Cronulla,Brisbane,46,12,22/06/2015,6,2009,18,8,8,6,3,6
854,win,Bulldogs,North Queensland,30,18,26/06/2015,6,2009,12,5,6,0,6,2
855,loose,Wests Tigers,St George Illawarra,10,21,26/06/2015,6,2009,4,6,7,20,4,4
856,win,Gold Coast Titans,Warriors,28,12,27/06/2015,6,2009,16,12,6,2,6,8
857,win,Sydney,Cronulla,19,12,27/06/2015,6,2009,6,5,2,12,7,6
858,win,Canberra,Melbourne,26,16,28/06/2015,6,2009,14,5,7,4,7,1
859,win,Parramatta,Brisbane,21,14,28/06/2015,6,2009,8,6,2,4,4,2
860,win,Newcastle,South Sydney,25,20,29/06/2015,6,2009,6,6,4,12,7,4
861,win,Brisbane,Warriors,28,14,3/07/2015,7,2009,4,7,7,8,2,6
862,win,St George Illawarra,Sydney,34,12,3/07/2015,7,2009,6,5,5,12,5,5
863,win,Melbourne,Newcastle,18,14,4/07/2015,7,2009,6,7,4,8,8,4
864,win,North Queensland,Cronulla,24,4,4/07/2015,7,2009,0,5,5,0,7,8
865,loose,South Sydney,Wests Tigers,20,54,4/07/2015,7,2009,10,9,7,26,7,3
866,win,Canberra,Gold Coast Titans,34,28,5/07/2015,7,2009,28,5,3,6,8,5
867,win,Penrith,Parramatta,38,34,5/07/2015,7,2009,22,5,4,18,4,3
868,win,Manly Warringah,Bulldogs,19,12,6/07/2015,7,2009,7,5,6,6,8,4
869,win,South Sydney,Penrith,36,12,10/07/2015,7,2009,20,4,7,0,5,3
870,win,Newcastle,Canberra,23,4,11/07/2015,7,2009,16,7,2,0,5,3
871,win,St George Illawarra,Manly Warringah,48,18,12/07/2015,7,2009,24,5,3,12,6,2
872,loose,Warriors,Bulldogs,14,18,12/07/2015,7,2009,4,5,9,6,10,4
873,win,Gold Coast Titans,Parramatta,18,12,13/07/2015,7,2009,14,9,2,8,5,5
874,loose,Brisbane,South Sydney,12,44,17/07/2015,7,2009,6,8,5,16,4,7
875,win,Bulldogs,Gold Coast Titans,23,16,17/07/2015,7,2009,16,3,2,0,6,7
876,loose,Cronulla,Manly Warringah,26,32,18/07/2015,7,2009,22,5,6,16,8,7
877,win,Penrith,Canberra,27,14,18/07/2015,7,2009,18,8,4,0,6,7
878,loose,Sydney,Warriors,24,30,19/07/2015,7,2009,18,6,4,10,7,5
879,win,Wests Tigers,North Queensland,34,14,19/07/2015,7,2009,16,6,7,8,5,5
880,win,Parramatta,Melbourne,18,16,20/07/2015,7,2009,10,5,6,0,7,9
881,win,Gold Coast Titans,Brisbane,34,18,24/07/2015,7,2009,22,2,6,2,7,6
882,win,Manly Warringah,Newcastle,44,20,24/07/2015,7,2009,16,8,5,14,9,7
883,loose,Bulldogs,Parramatta,8,27,25/07/2015,7,2009,8,11,4,10,10,5
884,win,Melbourne,Cronulla,30,10,25/07/2015,7,2009,4,9,7,0,6,8
885,loose,North Queensland,Penrith,20,28,25/07/2015,7,2009,10,6,9,10,8,4
886,loose,Canberra,Wests Tigers,4,25,26/07/2015,7,2009,0,9,8,19,4,5
887,loose,Warriors,St George Illawarra,4,29,26/07/2015,7,2009,4,11,4,18,7,5
888,win,South Sydney,Sydney,40,20,27/07/2015,7,2009,18,4,5,4,3,3
889,loose,Gold Coast Titans,North Queensland,18,34,31/07/2015,7,2009,0,10,5,22,4,5
890,win,St George Illawarra,Melbourne,26,12,31/07/2015,7,2009,8,7,6,12,7,3
891,win,Canberra,Brisbane,56,0,1/08/2015,8,2009,16,3,5,0,4,3
892,loose,Newcastle,Sydney,18,30,1/08/2015,8,2009,6,11,8,24,6,5
894,loose,Cronulla,Parramatta,0,30,2/08/2015,8,2009,0,6,4,10,6,6
895,loose,South Sydney,Bulldogs,18,26,2/08/2015,8,2009,18,5,4,10,7,3
896,win,Wests Tigers,Manly Warringah,19,18,3/08/2015,8,2009,18,9,4,0,6,5
897,win,Melbourne,North Queensland,20,8,7/08/2015,8,2009,10,10,5,4,7,5
898,loose,Penrith,St George Illawarra,6,25,7/08/2015,8,2009,0,8,5,12,7,2
899,win,Bulldogs,Canberra,23,20,8/08/2015,8,2009,15,5,5,6,9,6
900,loose,Manly Warringah,South Sydney,22,36,8/08/2015,8,2009,12,5,6,22,7,9
901,win,Parramatta,Newcastle,40,8,9/08/2015,8,2009,20,8,8,8,7,5
902,loose,Sydney,Wests Tigers,10,17,9/08/2015,8,2009,8,2,7,4,9,9
903,loose,Warriors,Gold Coast Titans,10,30,9/08/2015,8,2009,0,4,9,14,5,5
904,win,Brisbane,Cronulla,30,10,10/08/2015,8,2009,12,8,5,4,8,8
905,loose,North Queensland,Bulldogs,12,22,14/08/2015,8,2009,12,10,4,6,14,7
906,loose,South Sydney,Gold Coast Titans,14,22,14/08/2015,8,2009,14,7,7,12,6,4
907,win,Canberra,St George Illawarra,24,12,15/08/2015,8,2009,0,6,9,6,5,7
908,win,Parramatta,Warriors,40,4,15/08/2015,8,2009,24,7,4,4,4,3
909,loose,Sydney,Manly Warringah,12,44,15/08/2015,8,2009,6,4,3,20,6,4
910,win,Brisbane,Penrith,58,24,16/08/2015,8,2009,18,5,6,24,4,5
911,loose,Cronulla,Wests Tigers,10,56,16/08/2015,8,2009,0,9,7,28,5,2
912,win,Newcastle,Melbourne,26,14,17/08/2015,8,2009,18,8,4,0,5,5
913,loose,St George Illawarra,Brisbane,2,12,21/08/2015,8,2009,2,7,8,6,9,4
914,loose,Wests Tigers,Parramatta,18,26,21/08/2015,8,2009,8,2,3,8,8,5
915,win,Newcastle,North Queensland,32,26,22/08/2015,8,2009,32,5,6,26,7,6
916,win,Penrith,South Sydney,40,10,22/08/2015,8,2009,18,7,3,10,4,2
917,win,Gold Coast Titans,Cronulla,20,10,23/08/2015,8,2009,14,13,6,6,10,6
918,loose,Melbourne,Manly Warringah,16,20,23/08/2015,8,2009,4,8,4,12,11,3
919,win,Warriors,Canberra,34,20,23/08/2015,8,2009,16,6,6,10,7,4
920,win,Bulldogs,Sydney,28,4,24/08/2015,8,2009,12,11,6,4,11,4
921,loose,North Queensland,Brisbane,10,16,28/08/2015,8,2009,10,9,5,4,10,8
922,win,Parramatta,Penrith,48,6,28/08/2015,8,2009,18,8,6,0,5,3
923,win,Gold Coast Titans,Wests Tigers,36,24,29/08/2015,8,2009,12,7,2,16,8,4
924,win,Melbourne,Sydney,38,4,29/08/2015,8,2009,18,7,6,0,8,3
