,Outcome,HomeTeam,AwayTeam,HomeScores,AwayScores,Date,Month,Year,HomeHalfScores,HomeScrums,HomePenalties,AwayHalfScores,AwayScrums,AwayPenalties
1533,win,Canberra,St George Illawarra,30,17,24/03/2015,3,2013,6,8,6,5,6,3
1534,win,Cronulla,Warriors,28,4,24/03/2015,3,2013,18,6,6,0,6,6
1535,loose,Penrith,South Sydney,32,44,24/03/2015,3,2013,16,5,5,34,7,6
1536,win,Newcastle,North Queensland,34,6,25/03/2015,3,2013,14,8,9,6,4,8
1537,win,Manly Warringah,Wests Tigers,26,0,28/03/2015,3,2013,4,5,9,0,11,6
1538,loose,Brisbane,Melbourne,26,32,29/03/2015,3,2013,6,1,6,20,4,7
1539,loose,Canterbury,South Sydney,12,17,29/03/2015,3,2013,6,4,3,6,4,2
1540,loose,Cronulla,St George Illawarra,12,25,30/03/2015,3,2013,6,8,4,12,4,2
1541,win,Newcastle,Canberra,28,12,31/03/2015,3,2013,10,8,4,12,6,4
1542,loose,Penrith,Gold Coast Titans,10,28,31/03/2015,3,2013,0,6,7,12,6,10
1543,win,Sydney,Parramatta,50,0,1/04/2015,4,2013,22,7,6,0,3,5
1544,win,Warriors,North Queensland,20,18,1/04/2015,4,2013,6,8,5,12,6,4
1545,loose,Canterbury,Manly Warringah,6,20,5/04/2015,4,2013,0,9,7,18,4,4
1546,loose,Gold Coast Titans,Brisbane,12,32,5/04/2015,4,2013,12,4,5,10,3,5
1547,win,North Queensland,Penrith,30,0,6/04/2015,4,2013,24,10,10,0,12,7
1548,win,Parramatta,Cronulla,13,6,6/04/2015,4,2013,10,7,5,6,9,6
1549,win,Canberra,Sydney,24,22,7/04/2015,4,2013,0,10,6,16,10,2
1550,win,St George Illawarra,Newcastle,19,16,7/04/2015,4,2013,9,7,6,0,7,4
1551,loose,Warriors,South Sydney,22,24,7/04/2015,4,2013,6,7,4,18,6,1
1552,win,Melbourne,Wests Tigers,26,12,8/04/2015,4,2013,6,8,14,6,5,7
1553,win,Brisbane,North Queensland,12,10,12/04/2015,4,2013,8,7,4,4,2,4
1554,win,Sydney,Canterbury,38,0,12/04/2015,4,2013,8,8,5,0,7,6
1555,win,Canberra,Warriors,20,16,13/04/2015,4,2013,4,11,6,10,3,1
1556,win,Newcastle,Penrith,8,6,13/04/2015,4,2013,8,4,6,0,10,4
1557,loose,South Sydney,Melbourne,10,17,13/04/2015,4,2013,0,5,10,12,4,5
1558,win,Gold Coast Titans,Parramatta,28,22,14/04/2015,4,2013,8,6,12,16,7,4
1559,win,Manly Warringah,Cronulla,25,18,14/04/2015,4,2013,16,9,6,6,9,8
1560,loose,Wests Tigers,St George Illawarra,12,13,14/04/2015,4,2013,0,5,7,4,4,8
1561,win,Melbourne,Warriors,28,18,25/04/2015,4,2013,10,11,5,10,4,5
1562,win,Sydney,St George Illawarra,34,10,25/04/2015,4,2013,22,3,10,4,2,11
1563,loose,Manly Warringah,South Sydney,12,20,26/04/2015,4,2013,0,5,12,2,4,11
1564,win,North Queensland,Canberra,30,12,27/04/2015,4,2013,16,8,8,6,5,4
1565,loose,Wests Tigers,Brisbane,10,20,27/04/2015,4,2013,4,7,9,14,6,10
1566,loose,Cronulla,Canterbury,8,24,28/04/2015,4,2013,2,5,9,12,11,6
1567,loose,Gold Coast Titans,Newcastle,6,30,28/04/2015,4,2013,0,4,5,6,6,5
1568,win,Penrith,Parramatta,44,12,29/04/2015,4,2013,20,7,9,12,6,5
1569,loose,Brisbane,South Sydney,12,26,3/05/2015,5,2013,12,6,6,8,5,8
1570,win,Canterbury,Wests Tigers,40,4,3/05/2015,5,2013,22,10,6,0,5,7
1571,loose,Melbourne,Canberra,20,24,4/05/2015,5,2013,12,6,6,12,9,9
1572,loose,Parramatta,North Queensland,10,14,4/05/2015,5,2013,4,2,10,8,7,8
1573,loose,Newcastle,Cronulla,20,21,5/05/2015,5,2013,14,2,8,8,4,8
1574,win,Sydney,Penrith,30,6,5/05/2015,5,2013,10,5,6,6,6,8
1575,win,Warriors,Gold Coast Titans,25,24,5/05/2015,5,2013,16,5,7,6,12,7
1576,loose,St George Illawarra,Manly Warringah,18,24,6/05/2015,5,2013,4,7,9,18,6,3
1577,win,South Sydney,North Queensland,28,10,10/05/2015,5,2013,12,8,3,4,7,5
1578,loose,Wests Tigers,Cronulla,6,30,10/05/2015,5,2013,6,5,6,6,2,8
1579,win,Parramatta,Brisbane,19,18,11/05/2015,5,2013,11,4,9,8,6,8
1580,loose,Warriors,Canterbury,16,24,11/05/2015,5,2013,16,6,8,6,5,8
1581,win,Canberra,Newcastle,44,14,12/05/2015,5,2013,12,7,5,14,3,6
1582,win,Gold Coast Titans,St George Illawarra,15,14,12/05/2015,5,2013,8,7,12,8,4,6
1583,win,Penrith,Melbourne,12,10,12/05/2015,5,2013,12,7,5,0,9,3
1584,loose,Manly Warringah,Sydney,4,16,13/05/2015,5,2013,0,13,9,8,7,9
1585,win,Brisbane,Gold Coast Titans,32,6,17/05/2015,5,2013,24,5,13,0,1,7
1586,win,South Sydney,Wests Tigers,54,10,17/05/2015,5,2013,38,7,5,4,2,5
1587,loose,North Queensland,Sydney,8,12,18/05/2015,5,2013,4,6,9,6,7,3
1588,win,Penrith,Warriors,62,6,18/05/2015,5,2013,26,6,9,0,3,5
1589,win,St George Illawarra,Parramatta,32,12,18/05/2015,5,2013,20,8,8,0,8,7
1590,win,Cronulla,Canberra,30,20,19/05/2015,5,2013,18,4,6,6,4,5
1591,win,Newcastle,Canterbury,44,8,19/05/2015,5,2013,12,3,9,8,3,11
1593,win,Canterbury,Brisbane,24,14,24/05/2015,5,2013,6,6,7,4,4,9
1594,win,Wests Tigers,North Queensland,22,20,24/05/2015,5,2013,12,3,7,10,9,8
1595,win,Manly Warringah,Canberra,16,10,25/05/2015,5,2013,8,7,5,10,8,8
1596,loose,St George Illawarra,Penrith,0,19,25/05/2015,5,2013,0,6,6,18,6,6
1597,loose,Sydney,Melbourne,18,26,25/05/2015,5,2013,12,8,6,18,5,7
1598,loose,Parramatta,Gold Coast Titans,4,42,26/05/2015,5,2013,4,5,7,12,6,4
1599,win,Warriors,Newcastle,28,12,26/05/2015,5,2013,10,5,7,12,8,7
1600,win,Cronulla,South Sydney,14,12,27/05/2015,5,2013,12,7,11,6,7,3
1601,win,Canterbury,St George Illawarra,16,14,31/05/2015,5,2013,12,9,4,8,6,7
1602,win,South Sydney,Newcastle,25,18,1/06/2015,6,2013,12,3,8,12,6,5
1603,win,Gold Coast Titans,North Queensland,31,12,2/06/2015,6,2013,19,3,8,4,7,15
1604,loose,Brisbane,Warriors,18,56,3/06/2015,6,2013,8,3,5,26,3,6
1605,loose,Parramatta,Sydney,24,38,7/06/2015,6,2013,12,6,10,24,4,6
1606,loose,Newcastle,St George Illawarra,8,14,8/06/2015,6,2013,4,2,8,0,7,9
1607,loose,North Queensland,Canterbury,26,36,8/06/2015,6,2013,12,6,6,12,7,8
1608,win,Melbourne,Cronulla,38,6,9/06/2015,6,2013,28,7,5,0,3,4
1609,loose,Penrith,Wests Tigers,18,20,9/06/2015,6,2013,18,7,6,8,3,4
1610,win,Warriors,Manly Warringah,18,16,9/06/2015,6,2013,12,5,8,12,6,8
1611,win,Canberra,Brisbane,30,18,10/06/2015,6,2013,24,4,3,6,6,9
1612,loose,Manly Warringah,Canterbury,30,32,14/06/2015,6,2013,6,5,10,18,1,7
1613,loose,St George Illawarra,North Queensland,16,22,14/06/2015,6,2013,10,8,6,16,7,4
1614,win,Canberra,Penrith,24,12,15/06/2015,6,2013,18,3,5,6,5,11
1615,win,Cronulla,Parramatta,32,14,15/06/2015,6,2013,6,3,9,14,3,7
1616,win,Melbourne,Newcastle,16,14,16/06/2015,6,2013,10,7,3,14,5,3
1617,win,South Sydney,Gold Coast Titans,30,24,16/06/2015,6,2013,18,9,6,18,8,6
1618,loose,Sydney,Warriors,12,23,16/06/2015,6,2013,12,4,4,10,3,6
1619,win,Brisbane,Wests Tigers,32,12,17/06/2015,6,2013,16,5,10,6,1,5
1620,loose,Canterbury,Sydney,18,20,21/06/2015,6,2013,6,11,8,10,4,5
1621,win,Wests Tigers,Canberra,17,12,22/06/2015,6,2013,4,7,6,6,6,8
1622,loose,Parramatta,South Sydney,10,30,23/06/2015,6,2013,4,7,6,12,5,13
1623,win,Gold Coast Titans,Melbourne,18,12,24/06/2015,6,2013,6,5,6,6,8,2
1624,win,South Sydney,Canberra,32,2,28/06/2015,6,2013,16,6,4,2,7,6
1625,win,Penrith,St George Illawarra,25,10,29/06/2015,6,2013,7,5,4,6,7,1
1626,win,Wests Tigers,Melbourne,22,4,29/06/2015,6,2013,10,6,5,4,13,6
1627,win,Newcastle,Gold Coast Titans,46,16,30/06/2015,6,2013,36,10,4,0,9,5
1628,win,North Queensland,Cronulla,24,4,30/06/2015,6,2013,4,7,7,4,3,7
1629,win,Warriors,Brisbane,18,16,30/06/2015,6,2013,12,4,3,10,4,5
1630,win,Sydney,Manly Warringah,18,12,1/07/2015,7,2013,8,5,9,0,8,8
1631,win,Cronulla,Wests Tigers,36,22,5/07/2015,7,2013,24,10,7,0,4,4
1632,win,Melbourne,Brisbane,32,0,5/07/2015,7,2013,12,5,4,0,5,6
1633,loose,Gold Coast Titans,Penrith,18,40,6/07/2015,7,2013,12,9,6,12,7,5
1634,loose,St George Illawarra,Sydney,0,36,6/07/2015,7,2013,0,3,10,18,8,3
1635,win,Canberra,North Queensland,26,18,7/07/2015,7,2013,18,7,5,0,7,8
1636,loose,Canterbury,Newcastle,12,18,7/07/2015,7,2013,8,7,3,8,3,4
1637,win,South Sydney,Warriors,30,13,7/07/2015,7,2013,6,6,4,13,5,5
1638,win,Manly Warringah,Parramatta,50,10,8/07/2015,7,2013,20,3,5,6,5,4
1639,loose,Brisbane,Cronulla,18,19,12/07/2015,7,2013,0,5,7,0,3,4
1640,loose,Parramatta,Penrith,10,17,13/07/2015,7,2013,10,6,4,12,10,5
1641,win,Canterbury,Melbourne,39,0,14/07/2015,7,2013,12,5,2,0,9,4
1642,loose,North Queensland,Manly Warringah,14,34,15/07/2015,7,2013,8,5,6,12,5,5
1643,loose,Wests Tigers,Warriors,14,24,19/07/2015,7,2013,14,4,7,6,8,4
1644,win,Canberra,Parramatta,14,0,20/07/2015,7,2013,12,8,8,0,10,3
1645,win,Sydney,Cronulla,40,0,20/07/2015,7,2013,28,6,5,0,8,8
1646,win,Manly Warringah,Gold Coast Titans,38,20,21/07/2015,7,2013,24,4,7,10,7,3
1647,loose,Penrith,Newcastle,14,32,21/07/2015,7,2013,8,4,7,10,5,8
1648,loose,South Sydney,St George Illawarra,18,22,22/07/2015,7,2013,6,7,4,0,5,8
1649,win,Canterbury,Parramatta,40,12,26/07/2015,7,2013,22,6,6,0,9,6
1650,loose,North Queensland,Brisbane,16,18,26/07/2015,7,2013,4,9,8,12,7,6
1651,loose,Gold Coast Titans,South Sydney,4,32,27/07/2015,7,2013,0,4,8,14,6,4
1652,loose,St George Illawarra,Canberra,18,22,27/07/2015,7,2013,6,6,11,10,5,7
1653,win,Cronulla,Penrith,38,10,28/07/2015,7,2013,20,7,11,0,6,7
1654,loose,Newcastle,Sydney,12,28,28/07/2015,7,2013,6,1,14,12,8,9
1655,win,Warriors,Melbourne,30,22,28/07/2015,7,2013,18,5,4,4,6,6
1656,loose,Wests Tigers,Manly Warringah,18,36,29/07/2015,7,2013,6,3,11,16,4,7
1658,loose,Penrith,Sydney,6,42,2/08/2015,8,2013,6,8,9,12,9,7
1659,win,North Queensland,South Sydney,30,12,3/08/2015,8,2013,12,5,7,0,7,6
1660,loose,Parramatta,Manly Warringah,6,40,3/08/2015,8,2013,0,5,10,16,8,8
1661,loose,Warriors,Cronulla,14,18,3/08/2015,8,2013,4,7,10,10,5,6
1662,loose,Canberra,Melbourne,4,68,4/08/2015,8,2013,4,3,7,32,6,7
1663,win,Gold Coast Titans,Wests Tigers,36,6,4/08/2015,8,2013,24,8,8,6,3,4
1664,loose,St George Illawarra,Canterbury,20,39,5/08/2015,8,2013,10,3,12,8,8,9
1665,win,Melbourne,South Sydney,26,8,9/08/2015,8,2013,14,6,6,6,8,5
1666,win,Parramatta,Wests Tigers,26,22,9/08/2015,8,2013,14,6,5,10,3,5
1667,loose,Cronulla,Newcastle,14,18,10/08/2015,8,2013,6,9,7,8,6,3
1668,win,Sydney,Canberra,28,22,10/08/2015,8,2013,16,6,6,10,8,11
1669,win,Brisbane,St George Illawarra,26,24,11/08/2015,8,2013,8,7,6,6,4,9
1670,win,Manly Warringah,Warriors,27,12,11/08/2015,8,2013,10,7,7,6,7,4
1671,loose,Penrith,North Queensland,4,36,11/08/2015,8,2013,4,4,6,12,3,5
1672,loose,Canterbury,Gold Coast Titans,16,26,12/08/2015,8,2013,6,1,12,12,4,11
1673,win,Brisbane,Parramatta,22,12,16/08/2015,8,2013,16,7,8,6,7,9
1674,win,South Sydney,Manly Warringah,22,10,16/08/2015,8,2013,6,10,10,10,6,5
1675,loose,Canberra,Canterbury,16,28,17/08/2015,8,2013,6,6,9,26,6,7
1676,win,North Queensland,Gold Coast Titans,22,10,17/08/2015,8,2013,12,5,5,4,12,7
1677,loose,St George Illawarra,Cronulla,18,22,17/08/2015,8,2013,18,7,7,6,5,6
1678,loose,Newcastle,Melbourne,10,23,18/08/2015,8,2013,8,3,10,4,8,4
1679,loose,Warriors,Penrith,24,28,18/08/2015,8,2013,12,6,8,16,7,7
1680,loose,Wests Tigers,Sydney,14,56,19/08/2015,8,2013,6,6,11,14,4,7
1681,win,Penrith,Brisbane,28,12,23/08/2015,8,2013,12,4,10,12,3,7
1682,win,South Sydney,Canterbury,28,20,23/08/2015,8,2013,14,6,8,6,4,6
1683,loose,Gold Coast Titans,Warriors,22,24,24/08/2015,8,2013,16,5,8,10,2,8
1684,win,North Queensland,Newcastle,26,6,24/08/2015,8,2013,14,4,4,0,5,4
1685,loose,St George Illawarra,Wests Tigers,18,34,24/08/2015,8,2013,6,3,10,22,7,6
1686,loose,Canberra,Manly Warringah,22,36,25/08/2015,8,2013,6,10,9,24,7,4
1687,win,Melbourne,Parramatta,64,4,25/08/2015,8,2013,16,3,10,4,8,6
1688,win,Cronulla,Sydney,32,22,26/08/2015,8,2013,26,6,10,0,3,11
1689,loose,Brisbane,Newcastle,18,26,30/08/2015,8,2013,14,8,8,6,3,8
1690,loose,Wests Tigers,South Sydney,18,32,30/08/2015,8,2013,18,3,3,12,6,8
1691,win,Canterbury,Penrith,34,14,31/08/2015,8,2013,12,9,4,14,9,6
1692,win,Manly Warringah,Melbourne,28,8,31/08/2015,8,2013,20,8,7,4,4,9
1693,win,Warriors,Canberra,50,16,31/08/2015,8,2013,20,2,5,12,8,3
1694,loose,Cronulla,North Queensland,18,31,1/09/2015,9,2013,12,5,6,12,5,7
1695,loose,Sydney,Gold Coast Titans,22,30,1/09/2015,9,2013,10,6,6,12,8,4
1696,win,Parramatta,St George Illawarra,26,22,2/09/2015,9,2013,16,8,5,12,10,6
1697,win,Brisbane,Canterbury,16,11,5/09/2015,9,2013,4,10,7,6,9,3
1698,loose,South Sydney,Sydney,12,24,6/09/2015,9,2013,12,10,11,10,6,5
1699,win,Melbourne,Gold Coast Titans,23,22,7/09/2015,9,2013,12,6,7,16,3,10
1700,win,North Queensland,Wests Tigers,50,22,7/09/2015,9,2013,22,5,8,10,6,4
1701,win,St George Illawarra,Warriors,19,10,7/09/2015,9,2013,6,11,4,4,6,4
1702,loose,Canberra,Cronulla,18,38,8/09/2015,9,2013,12,6,6,14,3,13
1703,loose,Manly Warringah,Penrith,26,38,8/09/2015,9,2013,16,5,4,12,8,8
1704,win,Newcastle,Parramatta,54,6,8/09/2015,9,2013,22,3,6,0,6,4
1705,win,South Sydney,Sydney,28,8,6/03/2015,3,2014,6,8,12,6,8,6
1706,loose,Canterbury,Brisbane,12,18,7/03/2015,3,2014,6,2,8,14,6,9
1707,loose,Manly Warringah,Melbourne,22,23,8/03/2015,3,2014,20,3,9,4,6,10
1708,win,North Queensland,Canberra,28,22,8/03/2015,3,2014,10,5,4,16,6,7
1709,win,Penrith,Newcastle,30,8,8/03/2015,3,2014,6,12,4,8,7,5
1710,win,Parramatta,Warriors,36,16,9/03/2015,3,2014,14,7,9,12,7,9
1711,win,St George Illawarra,Wests Tigers,44,24,9/03/2015,3,2014,20,11,6,18,6,4
1712,loose,Cronulla,Gold Coast Titans,12,18,10/03/2015,3,2014,6,7,7,10,4,10
1713,win,Brisbane,North Queensland,16,12,14/03/2015,3,2014,10,8,4,6,6,8
1714,win,Manly Warringah,South Sydney,14,12,14/03/2015,3,2014,6,7,6,4,9,8
1715,win,Melbourne,Penrith,18,17,15/03/2015,3,2014,14,6,11,10,3,10
1716,win,Sydney,Parramatta,56,4,15/03/2015,3,2014,16,3,11,4,3,5
1717,loose,Warriors,St George Illawarra,12,31,15/03/2015,3,2014,12,7,7,6,8,7
1718,loose,Gold Coast Titans,Wests Tigers,12,42,16/03/2015,3,2014,6,9,7,22,9,8
1719,loose,Newcastle,Canberra,20,26,16/03/2015,3,2014,10,4,4,10,6,8
1720,win,Canterbury,Cronulla,42,4,17/03/2015,3,2014,24,7,8,0,7,9
1721,loose,Brisbane,Sydney,26,30,21/03/2015,3,2014,12,5,10,12,5,3
1722,win,Wests Tigers,South Sydney,25,16,21/03/2015,3,2014,14,8,10,6,4,11
1723,loose,Cronulla,St George Illawarra,12,14,22/03/2015,3,2014,6,10,6,14,9,6
1724,loose,North Queensland,Warriors,16,20,22/03/2015,3,2014,6,4,9,8,8,6
1725,win,Penrith,Canterbury,18,16,22/03/2015,3,2014,10,8,8,6,10,3
1726,loose,Canberra,Gold Coast Titans,12,24,23/03/2015,3,2014,12,7,15,6,4,8
1727,win,Manly Warringah,Parramatta,22,18,23/03/2015,3,2014,10,7,10,0,9,4
1728,win,Melbourne,Newcastle,28,20,24/03/2015,3,2014,18,3,15,10,8,7
1729,loose,St George Illawarra,Brisbane,20,36,28/03/2015,3,2014,10,6,6,18,2,3
1730,loose,Sydney,Manly Warringah,0,8,28/03/2015,3,2014,0,8,2,6,9,11
1731,win,Canterbury,Melbourne,40,12,29/03/2015,3,2014,12,4,7,10,6,7
1732,win,Parramatta,Penrith,32,16,29/03/2015,3,2014,12,6,7,10,6,8
1733,win,Warriors,Wests Tigers,42,18,29/03/2015,3,2014,14,6,6,12,7,5
1734,win,Newcastle,Cronulla,30,0,30/03/2015,3,2014,26,11,7,0,5,6
1735,loose,South Sydney,Canberra,18,30,30/03/2015,3,2014,0,4,10,22,5,10
1736,win,Gold Coast Titans,North Queensland,13,12,31/03/2015,3,2014,0,12,7,6,5,9
1737,loose,Brisbane,Parramatta,18,25,4/04/2015,4,2014,6,9,8,16,6,6
1738,loose,Sydney,Canterbury,8,9,4/04/2015,4,2014,8,3,7,8,8,6
1739,win,Cronulla,Warriors,37,6,5/04/2015,4,2014,16,4,8,0,6,5
1740,win,Penrith,Canberra,12,6,5/04/2015,4,2014,8,6,5,0,15,7
1741,loose,St George Illawarra,South Sydney,6,26,5/04/2015,4,2014,0,6,6,14,7,11
1742,loose,Melbourne,Gold Coast Titans,26,28,6/04/2015,4,2014,12,7,8,14,4,8
1743,win,Wests Tigers,Manly Warringah,34,18,6/04/2015,4,2014,26,8,9,6,6,11
1744,win,North Queensland,Newcastle,28,2,7/04/2015,4,2014,16,10,8,2,9,9
1745,win,Gold Coast Titans,Brisbane,12,8,11/04/2015,4,2014,0,8,6,6,6,6
1746,loose,Penrith,South Sydney,2,18,11/04/2015,4,2014,2,6,11,2,9,9
1747,loose,Canberra,Newcastle,12,26,12/04/2015,4,2014,12,9,10,12,3,6
1748,win,Parramatta,Sydney,14,12,12/04/2015,4,2014,10,8,8,12,5,4
1749,win,Wests Tigers,North Queensland,16,4,12/04/2015,4,2014,6,7,8,4,6,8
1750,win,Manly Warringah,Cronulla,24,4,13/04/2015,4,2014,20,14,4,0,14,7
1751,loose,Warriors,Canterbury,20,21,13/04/2015,4,2014,10,6,6,6,10,4
1752,win,Melbourne,St George Illawarra,28,24,14/04/2015,4,2014,10,8,8,12,8,7
1753,win,Manly Warringah,North Queensland,26,21,18/04/2015,4,2014,6,6,4,14,3,3
1754,loose,Newcastle,Brisbane,6,32,18/04/2015,4,2014,6,4,8,16,2,4
1755,loose,South Sydney,Canterbury,14,15,18/04/2015,4,2014,8,3,9,0,7,7
1756,loose,Cronulla,Sydney,18,24,19/04/2015,4,2014,6,4,6,12,4,2
1757,win,St George Illawarra,Warriors,20,10,19/04/2015,4,2014,12,6,9,0,6,5
1758,win,Canberra,Melbourne,24,22,20/04/2015,4,2014,12,9,6,16,6,7
1759,loose,Parramatta,Wests Tigers,18,21,21/04/2015,4,2014,8,8,4,6,6,7
1760,win,Penrith,Gold Coast Titans,14,12,21/04/2015,4,2014,12,4,10,6,2,11
1761,loose,Brisbane,South Sydney,26,28,25/04/2015,4,2014,16,5,5,14,4,5
1762,loose,Melbourne,Warriors,10,16,25/04/2015,4,2014,6,5,4,12,2,5
1763,loose,St George Illawarra,Sydney,14,34,25/04/2015,4,2014,8,6,6,18,5,5
1764,win,Canterbury,Newcastle,16,12,26/04/2015,4,2014,10,6,4,4,7,5
1765,win,Cronulla,Penrith,24,20,26/04/2015,4,2014,10,5,7,12,9,4
1766,win,North Queensland,Parramatta,42,14,26/04/2015,4,2014,18,10,5,14,5,5
1767,win,Manly Warringah,Canberra,54,18,27/04/2015,4,2014,42,8,6,4,4,1
1768,loose,Wests Tigers,Gold Coast Titans,6,22,27/04/2015,4,2014,0,3,8,16,7,10
1769,win,North Queensland,Brisbane,27,14,9/05/2015,5,2014,14,8,3,0,4,1
1770,win,Sydney,Wests Tigers,30,6,9/05/2015,5,2014,14,9,7,0,7,4
1771,loose,Gold Coast Titans,South Sydney,18,40,10/05/2015,5,2014,12,5,8,22,7,6
1772,win,Melbourne,Manly Warringah,22,19,10/05/2015,5,2014,4,2,4,5,4,7
1773,win,Warriors,Canberra,54,12,10/05/2015,5,2014,24,11,3,6,10,4
1774,loose,Newcastle,Penrith,10,32,11/05/2015,5,2014,10,7,5,16,6,6
1775,loose,St George Illawarra,Canterbury,6,38,11/05/2015,5,2014,0,4,8,22,3,6
1776,win,Parramatta,Cronulla,42,24,12/05/2015,5,2014,22,6,2,12,7,5
1777,win,Brisbane,Gold Coast Titans,22,8,16/05/2015,5,2014,4,4,8,8,4,7
1778,loose,South Sydney,Melbourne,14,27,16/05/2015,5,2014,4,6,9,20,3,6
1779,loose,Cronulla,Wests Tigers,20,22,17/05/2015,5,2014,8,7,10,10,4,10
1780,win,North Queensland,Sydney,42,10,17/05/2015,5,2014,30,6,8,6,3,3
1781,win,Parramatta,St George Illawarra,36,0,17/05/2015,5,2014,12,11,8,0,8,6
1782,loose,Canberra,Penrith,20,26,18/05/2015,5,2014,16,9,7,14,9,5
1783,win,Canterbury,Warriors,16,12,18/05/2015,5,2014,4,8,7,6,4,6
1784,win,Manly Warringah,Newcastle,15,14,19/05/2015,5,2014,0,9,3,6,5,4
1785,loose,Canterbury,Sydney,12,32,23/05/2015,5,2014,8,4,12,10,3,6
1786,loose,Gold Coast Titans,Warriors,16,24,24/05/2015,5,2014,16,7,8,14,10,7
1787,loose,Wests Tigers,Brisbane,14,16,24/05/2015,5,2014,0,9,4,6,6,8
1788,win,Canberra,North Queensland,42,12,25/05/2015,5,2014,18,7,9,6,5,5
1789,loose,Cronulla,South Sydney,0,18,26/05/2015,5,2014,0,10,5,8,8,5
1790,win,Penrith,Parramatta,38,12,30/05/2015,5,2014,18,7,5,0,4,5
1791,win,North Queensland,Melbourne,22,0,31/05/2015,5,2014,16,8,7,0,3,4
1792,win,Sydney,Canberra,26,12,31/05/2015,5,2014,18,9,6,0,7,6
1793,win,Brisbane,Manly Warringah,36,10,1/06/2015,6,2014,20,4,7,4,7,3
1794,win,Warriors,Newcastle,38,18,1/06/2015,6,2014,22,6,1,12,7,3
1795,win,South Sydney,St George Illawarra,29,10,2/06/2015,6,2014,18,7,7,4,7,2
1796,win,Manly Warringah,Canterbury,32,10,6/06/2015,6,2014,18,6,4,6,4,4
1797,win,Parramatta,North Queensland,18,16,6/06/2015,6,2014,14,8,3,6,7,5
1798,loose,Gold Coast Titans,Penrith,14,36,7/06/2015,6,2014,8,9,6,14,5,8
1799,win,St George Illawarra,Cronulla,30,0,7/06/2015,6,2014,18,7,5,0,7,2
1800,win,South Sydney,Warriors,34,18,7/06/2015,6,2014,6,7,8,10,3,6
1801,loose,Melbourne,Sydney,12,32,8/06/2015,6,2014,0,5,8,16,6,6
1802,loose,Newcastle,Wests Tigers,20,23,8/06/2015,6,2014,10,4,8,8,1,9
1803,loose,Canberra,Brisbane,4,28,9/06/2015,6,2014,0,9,7,12,7,4
1804,win,South Sydney,Wests Tigers,32,10,13/06/2015,6,2014,12,11,9,0,7,5
1805,win,Penrith,St George Illawarra,18,14,14/06/2015,6,2014,12,5,4,4,7,7
1806,win,Sydney,Newcastle,29,12,14/06/2015,6,2014,6,7,3,12,7,4
1807,loose,Canterbury,Parramatta,12,22,15/06/2015,6,2014,0,8,9,10,5,6
1808,loose,Gold Coast Titans,Melbourne,20,24,16/06/2015,6,2014,10,6,8,10,4,5
1809,loose,Canberra,Canterbury,14,22,20/06/2015,6,2014,8,10,5,14,10,5
1810,loose,Cronulla,Manly Warringah,0,26,21/06/2015,6,2014,0,6,6,16,11,6
1811,win,Warriors,Brisbane,19,10,21/06/2015,6,2014,13,3,6,6,6,4
1812,loose,Gold Coast Titans,St George Illawarra,18,19,22/06/2015,6,2014,12,8,3,12,6,4
1813,win,Melbourne,Parramatta,46,20,22/06/2015,6,2014,18,4,8,10,6,7
1814,win,Newcastle,North Queensland,36,28,23/06/2015,6,2014,16,5,7,6,4,7
1815,loose,Brisbane,Cronulla,22,24,27/06/2015,6,2014,16,4,2,0,5,1
1816,win,Manly Warringah,Sydney,24,16,27/06/2015,6,2014,12,2,7,12,5,3
1817,win,North Queensland,South Sydney,20,18,28/06/2015,6,2014,20,2,8,6,5,7
1818,win,Wests Tigers,Canberra,19,18,28/06/2015,6,2014,18,7,3,12,8,5
1819,loose,Parramatta,Newcastle,10,16,29/06/2015,6,2014,6,8,5,16,6,7
1820,win,Warriors,Penrith,30,20,29/06/2015,6,2014,12,3,11,16,3,6
1821,win,St George Illawarra,Melbourne,24,12,30/06/2015,6,2014,10,3,3,6,6,3
1822,win,Canterbury,Manly Warringah,23,16,4/07/2015,7,2014,12,7,5,6,3,6
1823,win,St George Illawarra,North Queensland,27,24,5/07/2015,7,2014,14,4,3,10,3,4
1825,loose,Wests Tigers,Penrith,10,26,6/07/2015,7,2014,0,8,6,12,11,5
1826,loose,South Sydney,Gold Coast Titans,10,14,7/07/2015,7,2014,8,6,13,4,7,10
1827,win,Manly Warringah,Wests Tigers,40,8,11/07/2015,7,2014,22,8,6,0,4,10
1828,loose,Melbourne,Canterbury,4,6,12/07/2015,7,2014,4,5,9,0,4,10
1829,win,Warriors,Parramatta,48,0,12/07/2015,7,2014,36,4,8,0,6,6
1830,loose,Cronulla,Newcastle,18,31,13/07/2015,7,2014,18,5,7,6,3,5
1831,loose,Gold Coast Titans,Canberra,20,36,13/07/2015,7,2014,10,6,6,20,6,7
1832,win,Penrith,Brisbane,35,34,14/07/2015,7,2014,18,4,6,18,2,8
1833,loose,Cronulla,North Queensland,18,36,18/07/2015,7,2014,12,6,11,16,4,8
1834,loose,Parramatta,South Sydney,12,32,18/07/2015,7,2014,6,2,8,10,4,9
1835,win,Brisbane,Warriors,28,22,19/07/2015,7,2014,16,6,4,12,3,7
1836,win,Melbourne,Canberra,28,14,19/07/2015,7,2014,14,5,3,10,5,7
